33	CHSHA070	SHANGEWE	-1405	-1405	2	2	2	0	0	2	8	3	2	1
34	CHSHA080	SHANGTAR	-1292	-1289	2	2	2	0	0	2	8	3	2	1
35	CHSHA090	SHANGCDA	-1281	-1281	2	1	1	0	0	2	10	3	2	2
36	CHSHA100	SHANGCSH	-1274	-1274	2	1	1	0	0	2	10	3	2	2
37	CHSHA110	SHANGWES	-1246	-1246	2	2	2	0	0	2	8	3	2	1
38	CHSHA120	SHANGCCH	-1174	-1174	3	1	1	1	1	2	10	4	2	2
39	CHSHA130	YIQUSHAN	-1168	-1168	3	1	1	1	1	2	10	4	2	2
40	CHSHA140	SHANGNOR	-1167	-1167	3	2	2	1	1	2	8	4	2	1
41	CHSHA150	SHANGWES	-1163	-1163	3	2	2	1	1	2	8	4	2	1
42	CHSHA160	SHANGWES	-1161	-1161	3	2	2	1	1	2	8	4	2	1
43	CHSHA170	SHANGWES	-1159	-1159	3	2	2	1	1	2	8	4	2	1
44	CHSHA180	SHANGWES	-1156	-1156	3	2	2	1	1	2	8	4	2	1
45	CHSHA190	SHANGWES	-1152	-1152	3	2	2	1	1	2	8	4	2	1
46	CHSHA200	ZHOUSINE	-1145	-1145	2	1	1	0	0	2	10	4	2	4
47	CHSHA210	WENWANGS	-1137	-1137	3	1	1	1	1	2	10	4	2	4
48	CHSHA220	SHANGCMI	-1125	-1125	3	1	1	1	1	2	10	4	2	2
49	CHSHA230	CCHONGSH	-1124	-1124	3	1	1	1	1	2	10	4	2	2
50	CHSHA240	ZHOUSHAN	-1124	-1124	3	1	1	1	1	2	10	4	2	2
51	CHSHA250	SHANGEKU	-1123	-1123	3	2	2	1	1	2	9	4	2	1
52	CHSHA260	KUNYIESH	-1123	-1123	3	2	2	1	1	2	9	4	2	1
53	CHSHA270	FSHANGDY	-1122	-1120	9	1	1	1	9	2	10	4	3	2
54	CHWZH010	ZHOUCTAN	-1107	-1107	2	1	1	0	0	2	10	3	2	2
55	CHWZH020	ZHOUPUGU	-1106	-1106	2	1	1	0	0	2	10	3	2	2
56	CHWZH030	GUANCAIR	-1105	-1101	2	1	1	0	0	1	NA	3	NA	NA
57	CHWZH040	ZHOURONG	-1102	-1102	2	2	2	0	0	2	8	3	2	1
58	CHWZH050	QINZHOUQ	-1101	-1101	2	1	1	0	0	2	10	3	2	2
59	CHWZH060	ZHOUCHU	-1036	-1036	2	1	1	0	0	2	10	3	3	1
60	CHWZH070	ZHOUEDOG	-989	-989	5	2	2	1	6	2	8	3	2	1
61	CHWZH080	ZHOUEWES	-988	-988	3	2	2	1	1	2	8	3	2	1
62	CHWZH090	XURONGSJ	-988	-988	2	2	2	0	0	2	8	3	2	1
63	CHWZH100	BIZHOUZH	-987	-987	2	1	1	0	0	2	10	3	1	4
64	CHWZH110	ZHOUXURO	-987	-987	2	2	2	0	0	2	8	3	2	1
65	CHWZH120	ZHOUDOGR	-984	-984	2	2	2	0	0	2	8	3	2	1
66	CHWZH130	XUZHOUJI	-966	-966	3	1	1	1	1	2	10	3	1	4
67	CHWZH140	ZHOUCHUY	-964	-964	3	1	1	1	1	2	10	2	3	1
68	CHWZH150	ZHOUEMPC	-942	-942	2	1	1	0	0	2	10	2	2	2
69	CHWZH160	WESTRONG	-927	-927	2	2	2	0	0	2	8	2	1	1
70	CHWZH170	ZHAIZHOU	-921	-921	2	1	1	0	0	2	10	2	2	4
71	CHWZH180	ZHOUEDOG	-913	-913	2	2	2	0	0	2	8	3	2	1
72	CHWZH190	ZHOUEWES	-909	-909	2	2	2	0	0	2	8	3	2	1
73	CHWZH200	ZHOUETUR	-891	-891	2	2	2	0	0	2	8	3	2	1
74	CHWZH210	CHUZHOUY	-887	-887	2	1	1	0	0	2	10	2	2	4
75	CHWZH220	HUAIYIEL	-875	-875	2	2	2	0	0	2	9	2	2	1
76	CHWZH230	HUAIHWAI	-867	-867	2	2	2	0	0	2	8	2	2	4
77	CHWZH240	XIONGNUX	-864	-864	2	2	2	0	0	2	9	2	2	1
78	CHWZH250	ZHOUPEOP	-841	-841	2	1	1	0	0	1	NA	2	NA	NA
79	CHWZH260	ZHOUEWES	-825	-825	2	2	2	0	0	2	8	3	2	1
80	CHWZH270	ZHOUEJIN	-823	-823	2	2	2	0	0	2	8	3	2	1
81	CHWZH280	ZHOUEXIO	-823	-823	2	2	2	0	0	2	9	3	2	1
82	CHWZH290	ZHOUEXUR	-822	-822	2	2	2	0	0	2	8	3	2	1
83	CHWZH300	ZHOUEHIA	-822	-822	3	2	2	1	1	2	9	3	2	1
84	CHWZH310	ZHOULU	-796	-796	2	1	1	0	0	2	10	2	2	4
85	CHWZH320	ZHOUERON	-795	-795	2	2	2	0	0	2	8	3	2	1
86	CHWZH330	ZHOUETIA	-790	-790	4	2	2	2	2	2	8	2	2	1
87	CHWZH340	ZHOUQIAN	-789	-789	2	2	2	0	0	2	8	2	2	1
88	CHWZH350	QINCHINZ	-788	-788	2	2	2	0	0	2	8	10	2	1
89	CHWZH360	RONGSJUN	-788	-788	2	2	2	0	0	2	8	10	1	1
90	CHWZH370	SHENWEST	-787	-787	3	2	2	1	1	2	8	10	2	1
91	CHWZH380	KUAIZHOU	-780	-780	2	1	1	0	0	2	10	10	2	4
92	CHWZH390	QINZHOUW	-778	-778	2	2	2	0	0	2	8	10	2	1
93	CHWZH400	WESTRONG	-776	-776	2	2	2	0	0	2	8	10	2	1
94	CHWZH410	ZHOUEWES	-776	-776	2	2	2	0	0	2	8	10	2	1
95	CHWZH420	GUOZHOUC	-775	-775	2	1	1	0	0	2	10	10	1	2
96	CHWZH430	ZHOUEMPC	-772	-772	2	1	1	0	0	2	10	10	2	2
97	CHWZH440	ZHOUDOGR	-771	-770	3	2	2	1	1	2	10	10	2	1
98	CHWZH450	QICHIZHO	-768	-768	2	1	1	0	0	2	10	10	2	2
99	CHWZH460	ZHENGZHO	-767	-767	2	1	1	0	0	2	10	10	2	2
100	CHWZH470	QINCHINZ	-766	-766	2	2	2	0	0	2	8	10	2	1
101	CHWZH480	QINCHINZ	-757	-757	2	1	1	0	0	2	10	10	2	2
102	CHWZH490	QINCRONG	-751	-751	2	2	2	0	0	2	8	10	2	2
103	CHWZH500	CHUZHOUE	-738	-738	2	1	1	0	0	2	10	10	2	2
104	CHWZH510	RONGJUNG	-729	-729	2	2	2	0	0	2	8	10	2	2
